"","Gene","SLE004","SLE005","SLE006","SLE007","SLE008"
"26571","N4BP1",1250,753,968,660,448
"26572","N4BP2",178,70,129,107,44
"26573","N4BP2L1",296,152,230,136,156
"26574","N4BP2L2",1410,638,905,587,348
"26575","N4BP2L2-IT2",58,28,29,21,17
"26576","N4BP3",24,31,7,26,21
"26577","N6AMT1",50,23,40,42,18
"26578","N6AMT2",11,16,9,11,13
"26579","NAA10",183,134,121,94,103
"26580","NAA11",0,0,0,0,0
"26581","NAA15",289,180,243,147,110
"26582","NAA16",173,92,95,113,62
"26583","NAA20",183,88,122,82,91
"26584","NAA25",168,88,121,76,50
"26585","NAA30",152,100,135,97,55
"26586","NAA35",99,53,88,59,23
"26587","NAA38",149,104,157,104,116
"26588","NAA40",274,117,185,150,84
"26589","NAA50",817,414,705,442,229
"26590","NAA60",379,249,291,290,229
"26591","NAAA",489,227,484,263,246
"26592","NAALAD2",11,3,9,8,2
"26593","NAALADL1",45,50,52,43,45
"26594","NAALADL2",1,1,0,0,0
"26595","NAALADL2-AS1",0,0,0,0,0
"26596","NAALADL2-AS2",0,0,0,0,0
"26597","NAALADL2-AS3",0,0,0,0,0
"26598","NAB1",258,118,179,109,85
"26599","NAB2",70,62,41,53,71
"26600","NABP1",2158,746,1360,606,266
"26601","NABP2",72,56,77,43,69
"26602","NACA",3156,2409,3173,2305,2406
"26603","NACA2",1,0,2,3,0
"26604","NACA3P",59,12,51,18,32
"26605","NACAD",2,0,3,0,4
"26606","NACAP1",7,4,7,5,2
"26607","NACAP2",1,0,0,0,1
"26608","NACAP3",1,0,0,0,0
"26609","NACAP5",0,0,0,0,0
"26610","NACAP6",0,0,0,0,0
"26611","NACAP7",0,0,0,0,0
"26612","NACC1",234,225,213,211,184
"26613","NACC2",550,483,492,462,319
"26614","NADK",3668,2464,2744,1837,1381
"26615","NADK2",71,43,72,34,34
"26616","NADK2-AS1",0,0,0,0,0
"26617","NADSYN1",951,722,776,603,465
"26618","NAE1",224,142,162,154,94
"26619","NAF1",32,34,13,18,21
"26620","NAGA",715,400,611,323,476
"26621","NAGK",2246,959,1299,756,726
"26622","NAGLU",150,97,109,73,97
"26623","NAGPA",163,114,106,117,130
"26624","NAGS",18,10,15,12,9
"26625","NAIF1",94,70,83,58,55
"26626","NAIP",158,58,148,50,51
"26627","NALCN",0,0,0,0,0
"26628","NALCN-AS1",0,0,0,0,0
"26629","NALT1",9,11,8,8,3
"26630","NAMA",0,0,0,0,0
"26631","NAMA_1",0,0,0,0,0
"26632","NAMA_2",0,0,0,0,0
"26633","NAMPT",7145,3550,5095,3331,1699
"26634","NAMPTP1",606,134,468,133,56
"26635","NAMPTP2",0,0,0,0,0
"26636","NAMPTP3",1,1,0,1,0
"26637","NANOG",0,1,0,0,0
"26638","NANOGNB",0,0,0,0,0
"26639","NANOGNBP1",0,0,0,0,0
"26640","NANOGNBP2",0,0,1,0,0
"26641","NANOGNBP3",0,0,0,0,0
"26642","NANOGP1",0,0,0,0,0
"26643","NANOGP10",0,0,0,0,0
"26644","NANOGP11",0,0,0,0,0
"26645","NANOGP2",0,0,0,0,0
"26646","NANOGP3",0,0,0,0,0
"26647","NANOGP4",0,0,0,0,0
"26648","NANOGP5",1,0,0,0,0
"26649","NANOGP6",0,0,0,0,0
"26650","NANOGP7",0,0,1,0,0
"26651","NANOGP8",0,0,0,0,0
"26652","NANOGP9",0,0,0,0,0
"26653","NANOS1",1,2,0,1,2
"26654","NANOS2",0,0,0,0,0
"26655","NANOS3",2,0,0,0,0
"26656","NANP",20,9,60,23,8
"26657","NANS",161,83,128,109,110
"26658","NAP1L1",2090,1546,1885,1641,2117
"26659","NAP1L1P1",9,0,13,0,1
"26660","NAP1L1P2",0,0,0,1,0
"26661","NAP1L1P3",3,2,2,3,4
"26662","NAP1L2",29,21,29,38,19
"26663","NAP1L3",11,21,18,33,3
"26664","NAP1L4",899,560,681,613,614
"26665","NAP1L4P1",8,2,6,5,4
"26666","NAP1L4P2",0,0,0,0,0
"26667","NAP1L4P3",2,1,2,1,0
"26668","NAP1L5",12,6,12,9,8
"26669","NAP1L6",0,0,0,1,1
"26670","NAPA",601,374,384,339,352
"26671","NAPA-AS1",9,3,6,3,5
"26672","NAPB",141,75,141,51,47
"26673","NAPEPLD",82,60,85,52,30
"26674","NAPG",174,103,132,86,73
"26675","NAPRT",142,192,224,75,274
"26676","NAPSA",14,8,6,6,4
"26677","NAPSB",533,370,449,375,77
"26678","NARF",674,528,582,483,404
"26679","NARF-IT1",11,8,5,4,1
"26680","NARFL",143,161,106,103,96
"26681","NARS",779,400,643,445,294
"26682","NARS2",57,38,43,34,32
"26683","NARSP2",0,0,0,0,0
"26684","NASP",413,245,353,266,277
"26685","NAT1",59,24,49,29,25
"26686","NAT10",308,186,237,243,125
"26687","NAT14",8,10,9,9,19
"26688","NAT16",0,0,1,0,0
"26689","NAT2",0,0,1,0,0
"26690","NAT6",80,60,43,57,45
"26691","NAT8",1,0,1,0,1
"26692","NAT8B",14,8,5,5,18
"26693","NAT8L",8,3,0,3,1
"26694","NAT9",168,147,114,118,89
"26695","NATD1",371,492,529,472,395
"26696","NATP",0,0,0,0,0
"26697","NAV1",42,34,25,35,20
"26698","NAV2",8,4,1,2,0
"26699","NAV2-AS1",0,0,0,0,0
"26700","NAV2-AS2",0,0,0,0,0
"26701","NAV2-AS3",0,0,0,0,0
"26702","NAV2-AS4",0,0,0,0,0
"26703","NAV2-AS5",0,0,0,0,0
"26704","NAV2-IT1",0,0,0,0,0
"26705","NAV3",24,4,3,9,0
"26706","NBAS",267,161,232,139,107
"26707","NBAT1",0,0,0,0,0
"26708","NBEA",22,9,8,19,8
"26709","NBEAL1",55,23,48,20,7
"26710","NBEAL2",4121,3457,3150,2785,1596
"26711","NBEAP1",0,0,1,0,1
"26712","NBEAP3",0,0,0,0,0
"26713","NBL1",0,4,7,0,6
"26714","NBN",1110,387,952,327,255
"26715","NBPF1",25,13,12,24,10
"26716","NBPF10",50,20,37,14,18
"26717","NBPF11",44,24,31,18,15
"26718","NBPF12",85,39,73,39,23
"26719","NBPF13P",5,5,4,7,2
"26720","NBPF14",112,61,50,30,40
"26721","NBPF15",58,54,23,28,38
"26722","NBPF17P",1,2,6,2,0
"26723","NBPF19",167,70,145,77,27
"26724","NBPF20",9,1,4,2,1
"26725","NBPF21P",0,0,0,0,0
"26726","NBPF22P",0,0,0,0,0
"26727","NBPF25P",4,3,5,1,0
"26728","NBPF26",55,9,42,2,10
"26729","NBPF2P",1,2,2,1,1
"26730","NBPF3",48,44,27,26,16
"26731","NBPF4",0,2,0,0,0
"26732","NBPF5P",0,0,0,0,0
"26733","NBPF6",0,0,0,0,0
"26734","NBPF7",0,0,0,0,0
"26735","NBPF8",84,28,21,14,17
"26736","NBPF9",19,6,14,28,5
"26737","NBR1",1678,898,1390,951,631
"26738","NBR2",34,19,10,12,7
"26739","NCALD",139,103,207,83,78
"26740","NCAM1",126,47,103,97,42
"26741","NCAM1-AS1",1,0,0,0,0
"26742","NCAM2",1,0,0,1,0
"26743","NCAN",0,0,0,0,0
"26744","NCAPD2",365,278,416,344,254
"26745","NCAPD2P1",0,0,1,0,0
"26746","NCAPD3",162,117,150,140,75
"26747","NCAPG",16,0,15,12,5
"26748","NCAPG2",78,36,47,58,16
"26749","NCAPGP1",0,0,0,0,0
"26750","NCAPGP2",0,0,0,0,0
"26751","NCAPH",25,9,26,18,10
"26752","NCAPH2",207,197,177,153,126
"26753","NCBP1",334,155,257,189,127
"26754","NCBP2",418,245,269,246,182
"26755","NCBP2-AS1",0,0,1,0,1
"26756","NCBP2-AS2",75,75,70,68,72
"26757","NCBP2L",0,2,0,0,0
"26758","NCBP3",448,266,319,248,159
"26759","NCCRP1",1,0,0,2,1
"26760","NCDN",117,93,124,110,87
"26761","NCEH1",87,42,81,42,33
"26762","NCF1",688,629,630,479,409
"26763","NCF1B",159,209,141,159,235
"26764","NCF1C",299,374,352,298,345
"26765","NCF2",8110,5025,6631,3553,3296
"26766","NCF4",2121,1490,1525,1262,860
"26767","NCK1",198,149,189,132,103
"26768","NCK1-AS1",21,13,12,6,5
"26769","NCK2",314,432,242,441,421
"26770","NCKAP1",36,20,39,20,28
"26771","NCKAP1L",2754,1373,2347,1387,1239
"26772","NCKAP5",0,1,0,1,0
"26773","NCKAP5-IT1",0,0,0,0,0
"26774","NCKAP5L",166,121,124,127,122
"26775","NCKIPSD",59,72,44,53,64
"26776","NCL",2307,1601,1857,1588,1203
"26777","NCLN",431,320,296,339,275
"26778","NCLP1",2,1,6,0,0
"26779","NCLP2",0,0,0,0,0
"26780","NCMAP",0,0,0,0,0
"26781","NCOA1",1526,808,1061,807,418
"26782","NCOA2",1002,535,836,596,189
"26783","NCOA3",960,485,795,573,305
"26784","NCOA4",4623,4316,7563,4376,3099
"26785","NCOA5",272,248,267,190,183
"26786","NCOA6",501,356,371,365,178
"26787","NCOA7",340,122,212,165,96
"26788","NCOA7-AS1",0,0,0,0,0
"26789","NCOR1",1171,740,1041,753,424
"26790","NCOR1P1",0,0,0,0,0
"26791","NCOR1P2",0,0,0,0,0
"26792","NCOR1P3",0,0,0,0,0
"26793","NCOR2",688,712,513,677,513
"26794","NCR1",82,36,116,39,18
"26795","NCR2",0,0,0,0,0
"26796","NCR3",90,101,76,90,90
"26797","NCR3LG1",24,8,12,22,6
"26798","NCRNA00250",0,0,0,0,0
"26799","NCRUPAR_1",0,0,0,0,0
"26800","NCRUPAR_2",0,0,0,0,0
"26801","NCS1",3,6,6,2,6
"26802","NCSTN",895,585,832,504,481
"26803","NCSTNP1",0,0,0,0,0
"26804","NDC1",123,48,74,75,44
"26805","NDC80",83,19,39,16,13
"26806","NDE1",588,267,410,383,233
"26807","NDE1P2",0,0,0,0,0
"26808","NDEL1",933,607,721,544,357
"26809","NDFIP1",698,455,608,519,456
"26810","NDFIP1P1",0,0,0,0,0
"26811","NDFIP2",19,9,32,10,8
"26812","NDFIP2-AS1",0,0,0,0,0
"26813","NDN",16,0,4,5,3
"26814","NDNF",0,0,0,0,0
"26815","NDOR1",175,166,90,142,102
"26816","NDP",0,2,0,0,0
"26817","NDP-AS1",0,0,0,0,0
"26818","NDRG1",920,688,743,669,567
"26819","NDRG2",65,74,42,63,47
"26820","NDRG3",342,190,293,198,180
"26821","NDRG4",8,8,4,0,2
"26822","NDST1",484,355,361,371,234
"26823","NDST2",13,8,8,9,10
"26824","NDST3",0,2,0,0,0
"26825","NDST4",0,0,0,0,0
"26826","NDUFA1",413,264,412,232,274
"26827","NDUFA10",481,343,309,259,263
"26828","NDUFA11",117,101,113,74,98
"26829","NDUFA12",249,107,228,83,142
"26830","NDUFA12P1",0,0,0,0,0
"26831","NDUFA13",60,11,47,14,30
"26832","NDUFA2",178,156,205,98,121
"26833","NDUFA3",182,116,151,130,134
"26834","NDUFA3P1",3,0,0,0,1
"26835","NDUFA3P2",0,1,0,0,0
"26836","NDUFA3P3",0,0,0,0,0
"26837","NDUFA3P4",0,0,0,0,0
"26838","NDUFA3P6",0,0,0,0,0
"26839","NDUFA4",369,210,370,207,254
"26840","NDUFA4L2",0,0,0,0,1
"26841","NDUFA4P2",0,0,0,0,0
"26842","NDUFA5",126,98,157,85,74
"26843","NDUFA5P1",0,0,0,0,0
"26844","NDUFA5P10",0,0,0,0,0
"26845","NDUFA5P11",0,0,0,0,0
"26846","NDUFA5P12",0,0,0,0,0
"26847","NDUFA5P2",0,0,0,0,0
"26848","NDUFA5P3",0,0,0,0,0
"26849","NDUFA5P4",0,1,0,1,0
"26850","NDUFA5P5",0,0,0,0,0
"26851","NDUFA5P6",0,0,0,0,0
"26852","NDUFA5P7",0,0,0,0,0
"26853","NDUFA5P8",0,0,0,0,0
"26854","NDUFA5P9",0,0,0,0,0
"26855","NDUFA6",268,157,231,149,194
"26856","NDUFA6-AS1",16,6,1,5,2
"26857","NDUFA7",4,3,2,3,1
"26858","NDUFA8",98,71,88,68,67
"26859","NDUFA8P1",0,0,0,0,0
"26860","NDUFA9",77,48,83,43,38
"26861","NDUFA9P1",1,0,0,0,0
"26862","NDUFAB1",187,87,164,100,99
"26863","NDUFAB1P1",0,0,0,0,0
"26864","NDUFAF1",96,56,68,44,41
"26865","NDUFAF2",25,18,23,1,12
"26866","NDUFAF3",140,137,148,144,205
"26867","NDUFAF4",40,44,63,35,27
"26868","NDUFAF4P1",0,0,0,0,2
"26869","NDUFAF4P2",0,0,0,0,0
"26870","NDUFAF4P3",0,0,0,0,0
"26871","NDUFAF4P4",0,0,1,0,0
"26872","NDUFAF5",74,20,51,28,14
"26873","NDUFAF6",49,20,44,20,23
"26874","NDUFAF7",108,48,64,41,30
"26875","NDUFB1",294,132,234,114,113
"26876","NDUFB10",258,215,243,190,212
"26877","NDUFB10P1",1,0,0,0,0
"26878","NDUFB10P2",0,0,0,0,0
"26879","NDUFB11",253,231,269,219,262
"26880","NDUFB11P1",0,0,0,0,0
"26881","NDUFB1P1",0,0,0,0,0
"26882","NDUFB1P2",0,2,0,2,1
"26883","NDUFB2",216,149,241,107,164
"26884","NDUFB2-AS1",1,0,1,1,2
"26885","NDUFB2P1",0,0,0,0,1
"26886","NDUFB3",238,140,224,113,116
"26887","NDUFB4",224,162,186,141,130
"26888","NDUFB4P1",0,0,0,0,0
"26889","NDUFB4P10",0,0,0,0,0
"26890","NDUFB4P11",3,2,1,0,0
"26891","NDUFB4P12",0,0,1,0,0
"26892","NDUFB4P2",0,0,0,0,0
"26893","NDUFB4P3",0,0,0,0,1
"26894","NDUFB4P4",0,0,0,0,0
"26895","NDUFB4P5",0,0,0,0,0
"26896","NDUFB4P6",0,0,0,1,0
"26897","NDUFB4P7",0,0,0,0,0
"26898","NDUFB4P8",0,0,0,0,0
"26899","NDUFB4P9",0,0,0,0,1
"26900","NDUFB5",301,155,285,139,184
"26901","NDUFB5P1",0,0,0,0,0
"26902","NDUFB5P2",0,0,0,0,0
"26903","NDUFB6",147,140,165,107,110
"26904","NDUFB7",193,159,213,139,197
"26905","NDUFB8",85,47,71,38,28
"26906","NDUFB8P1",0,0,0,0,0
"26907","NDUFB8P2",0,2,1,1,0
"26908","NDUFB9",264,187,213,160,176
"26909","NDUFB9P1",1,0,0,0,0
"26910","NDUFB9P2",0,0,0,0,0
"26911","NDUFB9P3",0,0,0,0,0
"26912","NDUFC1",105,61,69,51,59
"26913","NDUFC2",84,46,96,43,36
"26914","NDUFC2-KCTD14",0,0,0,0,0
"26915","NDUFS1",456,249,368,235,160
"26916","NDUFS2",590,361,451,321,318
"26917","NDUFS3",218,189,167,139,157
"26918","NDUFS4",109,61,73,73,79
"26919","NDUFS5",227,180,161,133,170
"26920","NDUFS5P1",0,0,0,0,0
"26921","NDUFS5P2",0,0,0,0,0
"26922","NDUFS5P3",0,0,0,0,0
"26923","NDUFS5P4",0,0,0,0,0
"26924","NDUFS5P5",0,0,0,0,0
"26925","NDUFS5P6",0,0,0,0,0
"26926","NDUFS6",153,123,124,108,144
"26927","NDUFS6P1",0,0,0,0,0
"26928","NDUFS7",73,100,80,75,99
"26929","NDUFS8",174,132,177,131,135
"26930","NDUFV1",560,407,371,397,384
"26931","NDUFV2",21,3,1,3,1
"26932","NDUFV2-AS1",17,6,12,9,6
"26933","NDUFV2P1",14,2,4,1,2
"26934","NDUFV3",157,111,151,124,112
"26935","NEAT1",4668,2197,1934,1601,1089
"26936","NEAT1_1",0,0,0,0,0
"26937","NEAT1_2",0,0,0,0,0
"26938","NEAT1_3",0,0,0,0,0
"26939","NEB",70,13,31,9,1
"26940","NEBL",1,0,4,2,2
"26941","NEBL-AS1",0,0,0,0,0
"26942","NECAB1",0,2,4,2,0
"26943","NECAB2",21,19,20,16,9
"26944","NECAB3",39,32,30,29,37
"26945","NECAP1",374,177,254,166,92
"26946","NECAP1P1",0,0,2,0,0
"26947","NECAP1P2",1,0,1,0,0
"26948","NECAP2",996,666,691,620,646
"26949","NEDD1",152,95,169,68,57
"26950","NEDD4",45,34,83,18,25
"26951","NEDD4L",20,42,44,33,92
"26952","NEDD8",304,138,260,105,133
"26953","NEDD8-MDP1",0,0,0,0,0
"26954","NEDD9",1031,623,796,500,325
"26955","NEFH",9,6,10,4,11
"26956","NEFHP1",0,0,0,0,0
"26957","NEFL",10,48,14,29,31
"26958","NEFLP1",0,0,0,0,0
"26959","NEFM",0,2,1,0,1
"26960","NEFMP1",0,0,0,0,0
"26961","NEGR1",7,1,6,1,3
"26962","NEGR1-IT1",0,0,0,0,0
"26963","NEIL1",83,69,32,33,51
"26964","NEIL2",64,58,44,39,36
"26965","NEIL3",1,0,2,2,1
"26966","NEK1",79,65,76,69,28
"26967","NEK10",5,1,3,1,1
"26968","NEK11",10,8,10,8,8
"26969","NEK2",2,0,2,3,0
"26970","NEK2P2",0,0,0,0,0
"26971","NEK2P4",0,0,0,0,0
"26972","NEK3",47,19,38,26,16
"26973","NEK4",113,72,105,56,58
"26974","NEK4P1",0,0,0,0,0
"26975","NEK4P2",0,0,0,0,0
"26976","NEK4P3",0,0,0,0,0
"26977","NEK5",4,0,2,1,2
"26978","NEK6",343,231,365,270,135
"26979","NEK7",722,436,565,400,228
"26980","NEK8",57,25,22,29,30
"26981","NEK9",828,498,606,524,400
"26982","NELFA",140,121,97,127,112
"26983","NELFB",345,351,236,324,377
"26984","NELFCD",467,272,304,245,197
"26985","NELFE",297,258,247,203,263
"26986","NELL1",0,0,0,0,0
"26987","NELL2",216,231,88,319,162
"26988","NEMF",319,164,273,162,79
"26989","NEMP1",167,102,132,118,32
"26990","NEMP2",85,49,57,51,31
"26991","NENF",96,82,66,81,127
"26992","NENFP1",0,0,0,0,0
"26993","NENFP2",0,0,0,0,0
"26994","NENFP3",0,0,0,0,0
"26995","NEO1",60,67,44,57,35
"26996","NEPNP",0,0,0,0,0
"26997","NES",2,1,1,2,0
"26998","NET1",43,30,45,44,15
"26999","NETO1",3,4,2,5,2
"27000","NETO2",38,24,32,21,26
"27001","NEU1",275,223,249,151,208
"27002","NEU2",0,0,0,0,0
"27003","NEU3",188,101,167,117,79
"27004","NEU4",0,0,0,0,0
"27005","NEURL1",56,62,44,51,24
"27006","NEURL1-AS1",0,0,0,0,0
"27007","NEURL1B",0,8,0,4,3
"27008","NEURL2",0,0,1,4,0
"27009","NEURL3",0,0,1,2,1
"27010","NEURL4",189,162,119,176,89
"27011","NEUROD1",0,0,0,0,0
"27012","NEUROD2",0,0,0,0,1
"27013","NEUROD4",1,0,2,0,0
"27014","NEUROD6",0,0,0,0,0
"27015","NEUROG1",0,0,0,0,0
"27016","NEUROG2",0,0,0,0,0
"27017","NEUROG3",0,0,0,0,0
"27018","NEXN",73,28,50,20,34
"27019","NEXN-AS1",3,1,2,0,1
"27020","NF1",398,197,298,211,86
"27021","NF1P1",0,0,0,0,0
"27022","NF1P10",0,0,0,0,0
"27023","NF1P11",0,0,0,0,0
"27024","NF1P12",0,0,0,0,0
"27025","NF1P2",0,0,0,0,0
"27026","NF1P3",0,0,0,0,0
"27027","NF1P4",0,0,0,0,0
"27028","NF1P5",0,0,0,0,0
"27029","NF1P6",0,0,0,0,0
"27030","NF1P7",0,0,0,0,0
"27031","NF1P8",0,0,1,0,2
"27032","NF1P9",0,0,0,0,0
"27033","NF2",148,119,117,101,76
"27034","NFAM1",2719,2756,2879,2186,1635
"27035","NFASC",2,0,3,0,0
"27036","NFAT5",528,200,373,249,47
"27037","NFATC1",210,232,160,237,206
"27038","NFATC2",680,417,702,467,206
"27039","NFATC2IP",548,280,339,257,226
"27040","NFATC3",582,291,514,369,182
"27041","NFATC4",1,1,0,0,0
"27042","NFE2",1577,1374,1182,1301,1455
"27043","NFE2L1",623,493,569,429,395
"27044","NFE2L2",720,427,669,329,316
"27045","NFE2L3",135,53,98,45,65
"27046","NFE2L3P1",0,0,0,0,0
"27047","NFE4",138,53,68,36,18
"27048","NFIA",20,9,20,11,17
"27049","NFIA-AS1",0,0,0,0,0
"27050","NFIA-AS2",0,0,0,0,0
"27051","NFIB",0,0,0,0,0
"27052","NFIC",177,198,145,209,127
"27053","NFIL3",750,292,677,277,237
"27054","NFIX",63,118,95,132,195
"27055","NFKB1",752,551,574,531,437
"27056","NFKB2",911,717,548,533,724
"27057","NFKBIA",1373,868,922,813,801
"27058","NFKBIB",181,209,128,139,165
"27059","NFKBID",186,87,92,56,69
"27060","NFKBIE",224,135,164,91,164
"27061","NFKBIL1",58,63,42,36,55
"27062","NFKBIZ",783,433,591,422,303
"27063","NFRKB",314,246,196,221,133
"27064","NFS1",89,52,68,48,54
"27065","NFU1",107,69,71,42,47
"27066","NFU1P1",0,0,0,0,0
"27067","NFU1P2",0,0,0,0,0
"27068","NFX1",374,193,265,243,146
"27069","NFXL1",184,210,172,33,149
"27070","NFYA",449,211,290,232,125
"27071","NFYAP1",0,0,0,0,0
"27072","NFYB",152,79,140,95,65
"27073","NFYC",432,363,390,271,235
"27074","NFYC-AS1",13,12,7,7,4
"27075","NGB",0,0,0,0,0
"27076","NGDN",188,104,144,115,85
"27077","NGEF",1,0,0,0,0
"27078","NGF",0,0,0,0,0
"27079","NGFR",3,2,4,2,9
"27080","NGFRAP1",92,92,38,102,122
"27081","NGLY1",371,177,233,150,117
"27082","NGRN",110,79,92,74,67
"27083","NHEG1",0,0,0,0,0
"27084","NHEJ1",0,1,0,3,2
"27085","NHLH1",6,0,1,0,1
"27086","NHLH2",0,0,0,0,0
"27087","NHLRC1",4,5,5,2,1
"27088","NHLRC2",196,93,146,75,43
"27089","NHLRC3",224,96,173,98,66
"27090","NHLRC4",14,13,10,8,5
"27091","NHP2",74,51,45,57,39
"27092","NHP2P1",0,1,0,0,0
"27093","NHP2P2",0,0,0,0,0
"27094","NHS",107,23,34,41,15
"27095","NHS-AS1",0,0,0,0,0
"27096","NHSL1",18,8,3,4,4
"27097","NHSL2",1410,845,1308,711,452
"27098","NICN1",160,87,67,69,43
"27099","NID1",67,56,119,73,94
"27100","NID2",5,5,1,1,3
"27101","NIF3L1",116,70,79,53,63
"27102","NIFK",133,62,142,75,49
"27103","NIFK-AS1",45,29,29,23,11
"27104","NIFKP1",0,0,0,0,0
"27105","NIFKP2",0,0,0,0,0
"27106","NIFKP3",1,0,0,0,0
"27107","NIFKP4",0,0,0,0,0
"27108","NIFKP6",0,0,1,0,0
"27109","NIFKP7",0,0,0,0,0
"27110","NIFKP8",0,0,0,0,0
"27111","NIFKP9",0,0,0,0,0
"27112","NIM1K",7,2,1,1,1
"27113","NIN",2139,1228,1705,1165,618
"27114","NINJ1",1613,1311,1279,836,648
"27115","NINJ2",229,117,98,89,61
"27116","NINL",9,10,125,15,12
"27117","NIP7",128,89,150,79,69
"27118","NIP7P1",0,0,0,0,0
"27119","NIP7P2",0,0,0,0,0
"27120","NIP7P3",0,0,0,0,0
"27121","NIPA1",164,92,99,78,68
"27122","NIPA2",272,189,257,173,147
"27123","NIPA2P1",0,0,0,0,0
"27124","NIPA2P2",0,0,0,0,0
"27125","NIPA2P4",0,0,0,0,0
"27126","NIPA2P5",0,0,0,0,0
"27127","NIPAL1",3,2,7,0,2
"27128","NIPAL2",149,68,127,80,65
"27129","NIPAL3",234,182,220,270,152
"27130","NIPAL4",4,4,3,0,2
"27131","NIPBL",1360,790,1188,728,357
"27132","NIPSNAP1",180,162,144,142,117
"27133","NIPSNAP3A",142,44,133,72,57
"27134","NIPSNAP3B",7,4,3,3,5
"27135","NISCH",800,704,539,629,460
"27136","NIT1",219,137,178,121,154
"27137","NIT2",154,81,115,94,72
"27138","NKAIN1",0,0,0,0,0
"27139","NKAIN1P1",0,0,0,0,0
"27140","NKAIN2",0,0,2,0,1
"27141","NKAIN3",0,0,0,0,0
"27142","NKAIN4",1,0,0,0,0
"27143","NKAP",208,101,171,96,83
"27144","NKAPL",1,0,5,4,0
"27145","NKAPP1",14,6,12,12,9
"27146","NKD1",12,6,1,15,4
"27147","NKD2",0,0,0,0,0
"27148","NKG7",3210,1806,5316,1521,1504
"27149","NKILA",2,0,0,1,0
"27150","NKIRAS1",21,12,24,5,10
"27151","NKIRAS2",289,183,241,174,203
"27152","NKPD1",3,4,0,3,3
"27153","NKRF",73,39,57,30,24
"27154","NKTR",1314,670,799,662,273
"27155","NKX1-1",0,0,0,0,0
"27156","NKX1-2",0,0,0,0,0
"27157","NKX2-1",0,0,0,0,0
"27158","NKX2-1-AS1",0,0,0,0,0
"27159","NKX2-2",0,0,0,0,0
"27160","NKX2-2-AS1",0,0,0,0,0
"27161","NKX2-3",0,0,0,0,0
"27162","NKX2-4",0,0,0,0,0
"27163","NKX2-5",0,0,0,0,0
"27164","NKX2-6",0,0,0,0,0
"27165","NKX2-8",0,0,0,0,0
"27166","NKX3-1",166,9,23,7,1
"27167","NKX3-2",0,0,0,0,0
"27168","NKX6-1",0,0,0,0,0
"27169","NKX6-2",0,0,0,0,0
"27170","NKX6-3",1,0,0,3,1
"27171","NLE1",58,66,47,53,53
"27172","NLGN1",1,0,0,0,0
"27173","NLGN1-AS1",0,0,0,0,0
"27174","NLGN2",18,21,9,13,6
"27175","NLGN3",50,31,28,17,17
"27176","NLGN4X",0,0,0,0,0
"27177","NLGN4Y",0,0,6,0,0
"27178","NLGN4Y-AS1",0,0,0,0,0
"27179","NLK",161,95,113,93,75
"27180","NLN",100,47,68,22,42
"27181","NLRC3",780,595,600,546,250
"27182","NLRC4",301,187,455,167,161
"27183","NLRC5",2697,1458,2036,1318,1026
"27184","NLRP1",3423,2199,1626,2138,1373
"27185","NLRP10",0,0,0,0,0
"27186","NLRP11",0,0,0,0,0
"27187","NLRP12",537,509,538,422,278
"27188","NLRP13",0,0,0,0,0
"27189","NLRP14",0,0,0,0,0
"27190","NLRP2",86,10,5,9,19
"27191","NLRP2P",0,0,0,0,0
"27192","NLRP3",531,238,302,227,270
"27193","NLRP3P",0,0,0,0,0
"27194","NLRP4",0,2,0,2,0
"27195","NLRP5",0,0,0,0,0
"27196","NLRP6",181,189,76,189,62
"27197","NLRP7",12,1,6,0,3
"27198","NLRP8",0,0,0,0,0
"27199","NLRP9",0,0,0,0,0
"27200","NLRP9P",11,5,2,2,1
"27201","NLRX1",144,120,133,150,103
"27202","NMB",8,6,8,9,5
"27203","NMBR",0,0,0,0,0
"27204","NMD3",168,99,159,101,80
"27205","NMD3P1",1,1,1,2,1
"27206","NMD3P2",0,0,0,0,0
"27207","NME1",40,9,25,9,9
"27208","NME1-NME2",0,0,0,0,0
"27209","NME1P1",0,0,0,0,0
"27210","NME2",2,31,5,48,46
"27211","NME2P1",0,1,1,1,3
"27212","NME3",157,190,134,140,146
"27213","NME4",95,120,424,117,191
"27214","NME5",0,0,0,0,0
"27215","NME6",119,64,106,71,47
"27216","NME7",32,16,14,12,8
"27217","NME8",66,8,39,23,15
"27218","NME9",1,4,3,3,0
"27219","NMI",1591,417,742,365,379
"27220","NMNAT1",85,38,66,43,27
"27221","NMNAT1P1",0,0,0,0,0
"27222","NMNAT1P2",0,0,0,0,0
"27223","NMNAT1P3",0,0,0,0,0
"27224","NMNAT1P4",0,0,0,0,0
"27225","NMNAT1P5",0,0,0,0,0
"27226","NMNAT2",0,0,0,0,0
"27227","NMNAT3",11,12,17,8,16
"27228","NMRAL1",171,184,160,146,121
"27229","NMRK1",215,100,116,150,105
"27230","NMRK2",0,0,0,0,0
"27231","NMS",0,0,0,0,0
"27232","NMT1",737,510,617,530,448
"27233","NMT2",107,66,88,87,60
"27234","NMTRQ-TTG12-1",0,0,0,0,0
"27235","NMTRS-TGA3-1",0,0,0,0,0
"27236","NMU",1,0,1,1,1
"27237","NMUR1",120,63,168,78,54
"27238","NMUR2",0,0,0,0,0
"27239","NNAT",9,2,4,4,0
"27240","NNMT",0,0,0,0,0
